Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split,Region
4.0,SHEESH,43,17,0,15,1,1,11,3,6,Lobby 2,Semifinals,17.0,0.0,9.0,3.0,Split_2,North_America
5.0,AST,42,1,14,20,1,16,3,10,3,Lobby 2,Semifinals,16.0,0.0,10.0,5.0,Split_2,North_America
6.0,RT,42,12,1,2,3,12,1,1,9,Lobby 2,Semifinals,13.0,3.0,13.0,0.0,Split_2,North_America
7.0,RDM,41,10,3,9,3,3,9,12,2,Lobby 2,Semifinals,19.0,0.0,5.0,8.0,Split_2,North_America
8.0,Guppies,32,4,4,12,3,7,2,18,0,Lobby 2,Semifinals,20.0,0.0,2.0,5.0,Split_2,North_America
9.0,AE,31,7,4,5,7,8,3,7,1,Lobby 2,Semifinals,14.0,0.0,7.0,0.0,Split_2,North_America
10.0,UNDOGS,31,9,3,18,0,10,1,15,3,Lobby 2,Semifinals,2.0,4.0,4.0,1.0,Split_2,North_America
11.0,SKSQ,30,18,0,14,4,9,4,16,2,Lobby 2,Semifinals,3.0,9.0,15.0,0.0,Split_2,North_America
12.0,ASUR,29,8,2,16,0,4,6,5,5,Lobby 2,Semifinals,10.0,2.0,18.0,1.0,Split_2,North_America
13.0,CBM,29,5,5,10,3,19,0,9,4,Lobby 2,Semifinals,9.0,3.0,6.0,1.0,Split_2,North_America
14.0,HC,29,15,0,3,7,5,0,8,1,Lobby 2,Semifinals,7.0,0.0,8.0,2.0,Split_2,North_America
15.0,HVND,27,19,0,7,3,6,2,11,1,Lobby 2,Semifinals,4.0,8.0,12.0,0.0,Split_2,North_America
16.0,VOID,24,3,5,8,0,14,0,19,0,Lobby 2,Semifinals,5.0,4.0,14.0,0.0,Split_2,North_America
17.0,YFP,19,16,3,13,3,13,2,4,2,Lobby 2,Semifinals,15.0,0.0,11.0,0.0,Split_2,North_America
18.0,ShameAssist,13,14,0,4,1,11,0,20,0,Lobby 2,Semifinals,12.0,1.0,17.0,3.0,Split_2,North_America
19.0,BRB,7,13,2,17,0,17,0,13,0,Lobby 2,Semifinals,6.0,0.0,19.0,0.0,Split_2,North_America
20.0,Lyfe,1,20,0,11,0,20,0,17,0,Lobby 2,Semifinals,18.0,0.0,20.0,0.0,Split_2,North_America
1.0,WING,77,18,0,1,18,2,10,18,0,Lobby 1,Finals,4.0,3.0,1.0,8.0,Split_2,North_America
2.0,TRP,67,8,5,9,8,1,9,15,0,Lobby 1,Finals,3.0,3.0,2.0,9.0,Split_2,North_America
3.0,MH,61,7,6,16,3,3,6,8,7,Lobby 1,Finals,2.0,7.0,5.0,7.0,Split_2,North_America
4.0,SHEESH,54,2,5,2,1,10,1,14,0,Lobby 1,Finals,1.0,8.0,6.0,3.0,Split_2,North_America
5.0,Guppies,37,13,3,8,9,17,0,3,8,Lobby 1,Finals,6.0,2.0,14.0,1.0,Split_2,North_America
6.0,North,37,3,1,15,1,12,1,9,5,Lobby 1,Finals,7.0,11.0,7.0,1.0,Split_2,North_America
7.0,AE,37,1,6,12,1,4,6,20,0,Lobby 1,Finals,8.0,4.0,20.0,0.0,Split_2,North_America
8.0,RDM,35,12,0,7,1,5,8,13,6,Lobby 1,Finals,16.0,4.0,11.0,6.0,Split_2,North_America
9.0,AST,33,9,4,13,0,14,0,1,6,Lobby 1,Finals,18.0,1.0,12.0,5.0,Split_2,North_America
10.0,MM,30,16,2,10,0,18,0,10,2,Lobby 1,Finals,9.0,6.0,3.0,7.0,Split_2,North_America
11.0,CCE UCX,29,5,3,18,0,11,4,2,2,Lobby 1,Finals,12.0,3.0,8.0,0.0,Split_2,North_America
12.0,ING,26,4,11,20,0,16,4,17,0,Lobby 1,Finals,13.0,0.0,4.0,0.0,Split_2,North_America
13.0,ZLB,26,15,0,6,7,13,1,7,3,Lobby 1,Finals,5.0,2.0,15.0,0.0,Split_2,North_America
14.0,SDO,26,10,1,3,5,19,0,4,3,Lobby 1,Finals,10.0,1.0,16.0,0.0,Split_2,North_America
15.0,GSG,24,11,3,4,3,8,0,5,4,Lobby 1,Finals,20.0,0.0,10.0,0.0,Split_2,North_America
16.0,EQ,23,14,5,14,0,7,2,12,3,Lobby 1,Finals,14.0,0.0,9.0,4.0,Split_2,North_America
17.0,UNDOGS,21,6,0,17,2,6,3,6,4,Lobby 1,Finals,11.0,0.0,19.0,2.0,Split_2,North_America
18.0,TPM,9,17,0,11,1,20,0,11,4,Lobby 1,Finals,17.0,0.0,18.0,2.0,Split_2,North_America
19.0,iRL,9,19,0,5,0,15,2,19,0,Lobby 1,Finals,15.0,0.0,17.0,1.0,Split_2,North_America
20.0,RT,6,20,0,19,0,9,1,16,0,Lobby 1,Finals,19.0,0.0,13.0,2.0,Split_2,North_America
1.0,WING,48,13,5,1,14,10,6,7,5,Lobby 1,Quarterfinals,,,,,Split_2,North_America
2.0,Guppies,47,3,5,18,1,2,7,1,6,Lobby 1,Quarterfinals,,,,,Split_2,North_America
3.0,TRP,39,7,1,6,9,4,4,3,7,Lobby 1,Quarterfinals,,,,,Split_2,North_America
4.0,HP,34,15,0,3,5,1,8,11,0,Lobby 1,Quarterfinals,,,,,Split_2,North_America
5.0,AE,33,2,18,9,3,15,0,17,0,Lobby 1,Quarterfinals,,,,,Split_2,North_America
6.0,CIMJ,32,1,11,17,0,7,2,15,3,Lobby 1,Quarterfinals,,,,,Split_2,North_America
7.0,RT,27,11,0,8,11,3,6,19,0,Lobby 1,Quarterfinals,,,,,Split_2,North_America
8.0,YFP,27,19,0,4,2,17,2,2,9,Lobby 1,Quarterfinals,,,,,Split_2,North_America
9.0,ZERO,25,4,2,11,0,5,7,5,2,Lobby 1,Quarterfinals,,,,,Split_2,North_America
10.0,TAG NA,23,5,3,2,4,18,0,6,0,Lobby 1,Quarterfinals,,,,,Split_2,North_America
11.0,CONT,21,18,0,12,0,9,5,4,8,Lobby 1,Quarterfinals,,,,,Split_2,North_America
12.0,ING,19,6,5,7,2,16,3,14,2,Lobby 1,Quarterfinals,,,,,Split_2,North_America
13.0,FBOSS,18,14,3,13,4,11,3,13,4,Lobby 1,Quarterfinals,,,,,Split_2,North_America
14.0,Monke Mode 3B,13,9,0,5,0,6,1,8,1,Lobby 1,Quarterfinals,,,,,Split_2,North_America
15.0,INTER,8,8,0,16,0,13,0,10,3,Lobby 1,Quarterfinals,,,,,Split_2,North_America
16.0,Syndicate,8,10,0,10,0,12,0,9,1,Lobby 1,Quarterfinals,,,,,Split_2,North_America
17.0,2-DAY,5,12,0,14,0,14,0,12,1,Lobby 1,Quarterfinals,,,,,Split_2,North_America
18.0,HASH,4,16,0,15,0,19,0,16,3,Lobby 1,Quarterfinals,,,,,Split_2,North_America
19.0,ELK,2,17,0,19,0,8,0,18,0,Lobby 1,Quarterfinals,,,,,Split_2,North_America
20.0,laundro,0,20,0,20,0,20,0,20,0,Lobby 1,Quarterfinals,,,,,Split_2,North_America
1.0,CCE UCX,53,2,6,18,1,1,6,3,12,Lobby 2,Quarterfinals,,,,,Split_2,North_America
2.0,HCH,46,4,8,2,11,7,7,17,3,Lobby 2,Quarterfinals,,,,,Split_2,North_America
3.0,SSU,39,5,4,1,15,18,0,13,3,Lobby 2,Quarterfinals,,,,,Split_2,North_America
4.0,ONS,38,3,9,9,0,8,10,7,5,Lobby 2,Quarterfinals,,,,,Split_2,North_America
5.0,CYLX,32,14,0,7,5,17,0,1,11,Lobby 2,Quarterfinals,,,,,Split_2,North_America
6.0,GSG,32,1,7,5,3,5,1,14,0,Lobby 2,Quarterfinals,,,,,Split_2,North_America
7.0,IRONIC,28,15,3,13,3,3,6,8,5,Lobby 2,Quarterfinals,,,,,Split_2,North_America
8.0,TS,27,18,0,6,1,2,9,5,1,Lobby 2,Quarterfinals,,,,,Split_2,North_America
9.0,ASUR,21,9,3,12,1,14,6,4,2,Lobby 2,Quarterfinals,,,,,Split_2,North_America
10.0,iRL,18,20,0,16,1,16,0,2,8,Lobby 2,Quarterfinals,,,,,Split_2,North_America
11.0,LNT,18,13,0,17,5,4,2,6,2,Lobby 2,Quarterfinals,,,,,Split_2,North_America
12.0,UNDD,16,10,1,3,4,15,0,11,0,Lobby 2,Quarterfinals,,,,,Split_2,North_America
13.0,U-2,14,16,0,4,2,6,4,16,0,Lobby 2,Quarterfinals,,,,,Split_2,North_America
14.0,POSKITINO,12,7,3,10,1,13,1,12,0,Lobby 2,Quarterfinals,,,,,Split_2,North_America
15.0,Prodigy,11,6,4,19,1,9,0,15,0,Lobby 2,Quarterfinals,,,,,Split_2,North_America
16.0,AST,7,8,4,14,0,19,0,18,0,Lobby 2,Quarterfinals,,,,,Split_2,North_America
17.0,Poseidon,5,11,2,15,0,12,0,19,0,Lobby 2,Quarterfinals,,,,,Split_2,North_America
18.0,SDO,5,17,0,20,0,10,1,10,0,Lobby 2,Quarterfinals,,,,,Split_2,North_America
19.0,SNOW,5,19,0,8,0,11,0,9,0,Lobby 2,Quarterfinals,,,,,Split_2,North_America
20.0,RG,2,12,0,11,0,20,0,20,0,Lobby 2,Quarterfinals,,,,,Split_2,North_America
1.0,RAWR,47,1,13,2,6,14,3,7,0,Lobby 3,Quarterfinals,,,,,Split_2,North_America
2.0,VOID,46,2,4,3,6,3,6,6,4,Lobby 3,Quarterfinals,,,,,Split_2,North_America
3.0,HVND,41,8,4,9,4,1,16,15,0,Lobby 3,Quarterfinals,,,,,Split_2,North_America
4.0,PG,41,9,5,7,2,11,5,1,11,Lobby 3,Quarterfinals,,,,,Split_2,North_America
5.0,UORG,39,7,6,10,6,2,9,9,2,Lobby 3,Quarterfinals,,,,,Split_2,North_America
6.0,ChadP,33,14,1,5,1,5,2,2,11,Lobby 3,Quarterfinals,,,,,Split_2,North_America
7.0,OSU Esports,32,6,0,1,7,19,0,3,3,Lobby 3,Quarterfinals,,,,,Split_2,North_America
8.0,CDE,27,3,6,6,8,12,1,12,0,Lobby 3,Quarterfinals,,,,,Split_2,North_America
9.0,RDM,22,5,4,8,2,9,6,8,0,Lobby 3,Quarterfinals,,,,,Split_2,North_America
10.0,CBM,20,13,1,20,0,15,1,5,12,Lobby 3,Quarterfinals,,,,,Split_2,North_America
11.0,Tuguy,19,4,7,18,1,8,1,10,1,Lobby 3,Quarterfinals,,,,,Split_2,North_America
12.0,SKSQ,18,12,1,4,6,13,0,13,3,Lobby 3,Quarterfinals,,,,,Split_2,North_America
13.0,MFAM,16,18,0,16,3,17,3,4,5,Lobby 3,Quarterfinals,,,,,Split_2,North_America
14.0,cleevlund roxs,12,16,0,14,1,4,2,11,2,Lobby 3,Quarterfinals,,,,,Split_2,North_America
15.0,MLUL,10,10,1,11,2,6,0,19,1,Lobby 3,Quarterfinals,,,,,Split_2,North_America
16.0,WKM,10,15,0,12,2,7,2,14,0,Lobby 3,Quarterfinals,,,,,Split_2,North_America
17.0,ill,6,11,4,15,0,16,0,18,0,Lobby 3,Quarterfinals,,,,,Split_2,North_America
18.0,ABZ,5,17,0,13,1,18,0,16,3,Lobby 3,Quarterfinals,,,,,Split_2,North_America
19.0,Shadow Point,3,19,0,17,0,20,0,17,3,Lobby 3,Quarterfinals,,,,,Split_2,North_America
20.0,RT,2,20,0,19,0,10,0,20,0,Lobby 3,Quarterfinals,,,,,Split_2,North_America
1.0,North,59,2,6,10,1,1,21,7,5,Lobby 4,Quarterfinals,,,,,Split_2,North_America
2.0,ASH,56,6,4,2,14,8,12,4,7,Lobby 4,Quarterfinals,,,,,Split_2,North_America
3.0,SHEESH,56,18,3,7,2,2,9,1,18,Lobby 4,Quarterfinals,,,,,Split_2,North_America
4.0,CAA,40,3,8,4,5,19,0,2,6,Lobby 4,Quarterfinals,,,,,Split_2,North_America
5.0,MBS,35,1,8,3,7,11,0,18,0,Lobby 4,Quarterfinals,,,,,Split_2,North_America
6.0,PAF,30,7,2,1,11,9,0,19,0,Lobby 4,Quarterfinals,,,,,Split_2,North_America
7.0,IGNORE,23,10,1,6,5,15,0,3,4,Lobby 4,Quarterfinals,,,,,Split_2,North_America
8.0,RL,23,4,6,18,0,3,3,12,1,Lobby 4,Quarterfinals,,,,,Split_2,North_America
9.0,SNOW,14,8,1,8,3,13,3,13,1,Lobby 4,Quarterfinals,,,,,Split_2,North_America
10.0,PBI,13,5,1,20,0,5,1,8,1,Lobby 4,Quarterfinals,,,,,Split_2,North_America
11.0,LFBois,12,12,2,5,1,12,0,6,0,Lobby 4,Quarterfinals,,,,,Split_2,North_America
12.0,ZLB,11,14,2,14,1,6,0,17,3,Lobby 4,Quarterfinals,,,,,Split_2,North_America
13.0,BBB,10,17,5,11,0,7,1,16,0,Lobby 4,Quarterfinals,,,,,Split_2,North_America
14.0,KMA,9,19,0,9,0,18,3,14,3,Lobby 4,Quarterfinals,,,,,Split_2,North_America
15.0,BR&C,9,11,0,15,0,10,2,11,2,Lobby 4,Quarterfinals,,,,,Split_2,North_America
16.0,Anfield,8,9,1,13,2,14,0,20,1,Lobby 4,Quarterfinals,,,,,Split_2,North_America
17.0,JOKER,8,15,0,12,3,17,0,9,1,Lobby 4,Quarterfinals,,,,,Split_2,North_America
18.0,ARCB,8,13,1,16,0,20,0,5,2,Lobby 4,Quarterfinals,,,,,Split_2,North_America
19.0,LF1M KP,8,20,0,17,1,4,0,10,0,Lobby 4,Quarterfinals,,,,,Split_2,North_America
20.0,VQ,1,16,0,19,0,16,0,15,0,Lobby 4,Quarterfinals,,,,,Split_2,North_America
1.0,TRP,78,7,6,2,10,3,8,3,5,Lobby 1,Semifinals,4.0,10.0,9.0,6.0,Split_2,North_America
2.0,HCH,72,1,12,10,3,4,3,10,7,Lobby 1,Semifinals,14.0,1.0,1.0,12.0,Split_2,North_America
3.0,SSU,58,4,5,16,0,7,12,1,7,Lobby 1,Semifinals,17.0,3.0,4.0,6.0,Split_2,North_America
4.0,GSG,58,9,2,4,6,2,6,6,4,Lobby 1,Semifinals,2.0,7.0,6.0,2.0,Split_2,North_America
5.0,RT,51,3,5,5,2,10,1,14,2,Lobby 1,Semifinals,1.0,14.0,15.0,0.0,Split_2,North_America
6.0,iRL,46,18,0,1,14,16,0,2,8,Lobby 1,Semifinals,18.0,0.0,11.0,2.0,Split_2,North_America
7.0,AE,37,11,1,8,6,5,5,8,7,Lobby 1,Semifinals,12.0,3.0,8.0,3.0,Split_2,North_America
8.0,WING,35,16,0,14,3,18,0,7,3,Lobby 1,Semifinals,7.0,3.0,2.0,10.0,Split_2,North_America
9.0,CIMJ,32,20,0,18,0,1,11,15,0,Lobby 1,Semifinals,8.0,6.0,18.0,0.0,Split_2,North_America
10.0,ASUR,31,14,3,7,0,8,3,18,0,Lobby 1,Semifinals,5.0,3.0,3.0,5.0,Split_2,North_America
11.0,CCE UCX,27,8,6,17,0,14,0,11,0,Lobby 1,Semifinals,3.0,2.0,5.0,4.0,Split_2,North_America
12.0,Guppies,26,19,0,3,5,19,3,5,5,Lobby 1,Semifinals,13.0,0.0,13.0,0.0,Split_2,North_America
13.0,ONS,23,2,6,9,3,9,0,20,0,Lobby 1,Semifinals,20.0,0.0,20.0,1.0,Split_2,North_America
14.0,TS,20,5,4,12,0,12,3,4,0,Lobby 1,Semifinals,16.0,0.0,12.0,1.0,Split_2,North_America
15.0,IRONIC,18,17,3,20,0,20,0,9,3,Lobby 1,Semifinals,11.0,0.0,10.0,7.0,Split_2,North_America
16.0,YFP,18,13,2,6,5,13,2,17,0,Lobby 1,Semifinals,10.0,2.0,17.0,0.0,Split_2,North_America
17.0,TAG NA,15,10,3,19,0,15,0,12,2,Lobby 1,Semifinals,9.0,1.0,7.0,0.0,Split_2,North_America
18.0,HP,10,6,0,13,0,11,0,16,0,Lobby 1,Semifinals,6.0,2.0,16.0,0.0,Split_2,North_America
19.0,CYLX,8,12,0,15,0,6,3,19,0,Lobby 1,Semifinals,19.0,0.0,19.0,0.0,Split_2,North_America
20.0,ZERO,8,15,0,11,0,17,0,13,2,Lobby 1,Semifinals,15.0,1.0,14.0,0.0,Split_2,North_America
1.0,HVND,72,6,11,15,2,1,19,6,5,Lobby 2,Semifinals,3.0,5.0,12.0,3.0,Split_2,North_America
2.0,VOID,64,7,8,14,1,19,0,1,7,Lobby 2,Semifinals,2.0,12.0,4.0,6.0,Split_2,North_America
3.0,CAA,62,16,0,11,3,9,6,3,7,Lobby 2,Semifinals,1.0,9.0,3.0,8.0,Split_2,North_America
4.0,SHEESH,62,1,5,13,5,6,5,7,10,Lobby 2,Semifinals,4.0,1.0,2.0,3.0,Split_2,North_America
5.0,RL,55,3,5,2,6,7,5,10,3,Lobby 2,Semifinals,7.0,2.0,5.0,6.0,Split_2,North_America
6.0,RDM,51,2,8,17,0,10,0,4,3,Lobby 2,Semifinals,11.0,1.0,1.0,10.0,Split_2,North_America
7.0,SNOW,40,8,4,7,1,3,7,20,0,Lobby 2,Semifinals,14.0,9.0,7.0,3.0,Split_2,North_America
8.0,North,39,17,0,3,7,4,4,9,2,Lobby 2,Semifinals,5.0,3.0,11.0,4.0,Split_2,North_America
9.0,UORG,37,13,1,8,0,2,6,2,5,Lobby 2,Semifinals,10.0,0.0,10.0,0.0,Split_2,North_America
10.0,ChadP,29,4,1,4,3,15,0,13,0,Lobby 2,Semifinals,8.0,4.0,14.0,6.0,Split_2,North_America
11.0,CDE,24,20,0,6,6,12,0,5,5,Lobby 2,Semifinals,6.0,0.0,9.0,0.0,Split_2,North_America
12.0,PAF,23,19,0,1,9,8,0,19,0,Lobby 2,Semifinals,18.0,0.0,19.0,0.0,Split_2,North_America
13.0,CBM,21,5,1,18,0,5,3,17,0,Lobby 2,Semifinals,15.0,3.0,8.0,3.0,Split_2,North_America
14.0,PG,19,15,2,9,4,13,0,12,1,Lobby 2,Semifinals,13.0,3.0,13.0,2.0,Split_2,North_America
15.0,OSU Esports,17,12,0,10,2,14,0,8,2,Lobby 2,Semifinals,9.0,1.0,6.0,1.0,Split_2,North_America
16.0,RAWR,16,9,5,5,2,16,0,16,3,Lobby 2,Semifinals,19.0,0.0,20.0,0.0,Split_2,North_America
17.0,MBS,9,14,3,19,0,17,0,18,0,Lobby 2,Semifinals,12.0,3.0,15.0,0.0,Split_2,North_America
18.0,IGNORE,8,10,0,20,0,18,2,15,3,Lobby 2,Semifinals,17.0,0.0,18.0,0.0,Split_2,North_America
19.0,ASH,7,18,0,16,3,20,0,14,0,Lobby 2,Semifinals,16.0,0.0,16.0,3.0,Split_2,North_America
20.0,PepegaBakeryInc,6,11,1,12,0,11,0,11,1,Lobby 2,Semifinals,20.0,0.0,17.0,0.0,Split_2,North_America
1.0,ASUR,62,6,4,2,6,13,1,1,9,Lobby 1,Finals,2.0,6.0,14.0,1.0,Split_2,North_America
2.0,VOID,59,5,2,3,12,4,3,4,12,Lobby 1,Finals,11.0,4.0,11.0,3.0,Split_2,North_America
3.0,ChadP,53,11,1,9,1,2,9,3,3,Lobby 1,Finals,20.0,0.0,1.0,8.0,Split_2,North_America
4.0,RT,50,4,2,6,3,11,3,2,7,Lobby 1,Finals,7.0,1.0,3.0,6.0,Split_2,North_America
5.0,TRP,40,18,0,18,0,9,6,7,0,Lobby 1,Finals,1.0,12.0,10.0,3.0,Split_2,North_America
6.0,WING,36,19,3,13,1,8,3,5,9,Lobby 1,Finals,5.0,7.0,13.0,1.0,Split_2,North_America
7.0,RDM,36,20,1,8,6,1,4,6,5,Lobby 1,Finals,17.0,0.0,15.0,2.0,Split_2,North_America
8.0,AE,36,1,13,10,1,12,1,9,0,Lobby 1,Finals,19.0,0.0,8.0,2.0,Split_2,North_America
9.0,RL,36,15,0,1,9,10,1,12,3,Lobby 1,Finals,18.0,0.0,4.0,2.0,Split_2,North_America
10.0,HVND,35,2,9,15,3,15,0,10,1,Lobby 1,Finals,10.0,6.0,19.0,1.0,Split_2,North_America
11.0,North,34,13,4,17,0,3,3,8,4,Lobby 1,Finals,4.0,4.0,12.0,3.0,Split_2,North_America
12.0,CIMJ,33,8,0,19,0,19,2,13,0,Lobby 1,Finals,3.0,5.0,2.0,7.0,Split_2,North_America
13.0,GSG,31,14,1,5,1,6,5,19,0,Lobby 1,Finals,8.0,3.0,5.0,7.0,Split_2,North_America
14.0,UORG,27,16,1,11,3,5,8,11,0,Lobby 1,Finals,14.0,0.0,7.0,5.0,Split_2,North_America
15.0,HCH,25,3,2,14,2,14,2,18,3,Lobby 1,Finals,6.0,4.0,18.0,0.0,Split_2,North_America
16.0,SHEESH,23,12,1,4,3,7,5,20,0,Lobby 1,Finals,16.0,0.0,16.0,5.0,Split_2,North_America
17.0,iRL,19,9,2,7,4,18,1,16,0,Lobby 1,Finals,12.0,3.0,9.0,1.0,Split_2,North_America
18.0,CAA,18,10,7,20,0,17,0,15,0,Lobby 1,Finals,13.0,1.0,6.0,3.0,Split_2,North_America
19.0,SSU,16,7,4,12,1,16,0,14,1,Lobby 1,Finals,9.0,3.0,20.0,0.0,Split_2,North_America
20.0,SNOW,5,17,0,16,0,20,1,17,0,Lobby 1,Finals,15.0,2.0,17.0,1.0,Split_2,North_America
